"name","desc","type1","type2","egg_group"
"바랜드","눈보라로 막힌 산에 들어온 조난당한 사람을 도운다. 긴 털이 추위를 막는다.산이나 바다에 조난된 사람을 구조하는 것이 특기. 매우 영리한 포켓몬.긴 털에 둘러싸이면 겨울 산에서 하룻밤을 보내도 괜찮을 정도로 따뜻하고 매우 기분이 좋다.눈보라로 길이 막힌 산에 들어가 조난당한 사람을 구해준다. 긴 털이 추위를 막는다.긴 털에 둘러싸이면 겨울 산에서 하룻밤을 보내도 괜찮을 정도로 따뜻하고 매우 기분이 좋다.눈보라로 길이 막힌 산에 들어가 조난당한 사람을 구해준다. 긴 털이 추위를 막는다.긴 털에 둘러싸이면 겨울 산에서 하룻밤을 보내도 괜찮을 정도로 따뜻하고 매우 기분이 좋다.똑똑하고 온후하며 용감하다. 구조대 대원들의 믿음직한 동료이다.영리해서 사람을 공격할 걱정이 없어 아이를 돌보게 하는 부모도 있다.길고 따뜻한 털 덕분에 추위는 걱정 없다. 알로라의 바랜드는 조금 괴로운 것 같다.길고 두꺼운 털을 가졌다. 옛날 추운 지방에서는 한 집에 1마리씩 바랜드를 키웠다.등장하지 않음사람과 사는 것을 좋아하는 듯하다. 야생에서 잡아도 3일만 지나면 사람을 따르게 된다.훌륭한 수염이 특징인 포켓몬이다. 그 길이로 동료들과 우열을 가린다고 한다.","노말","","육상"
"쌔비냥","사람의 물건을 장난으로 훔친다. 도둑질당한 사람도 귀여운 시늉에 바로 용서하고 만다.귀여운 듯한 태도에 방심해버리면 그 틈에 물건을 훔친다. 화를 내면 손톱을 세워서 반격.귀여운 행동으로 방심하게 한 후 소중한 물건을 훔치는 것은 사람의 곤란해하는 모습을 보고 싶어서다.귀여운 듯한 태도에 방심해버리면 그 틈에 물건을 훔친다. 화를 내면 손톱을 세워서 반격.사람의 물건을 장난으로 훔친다. 도둑질당한 사람도 귀여운 시늉에 바로 용서하고 만다.귀여운 듯한 태도에 방심해버리면 그 틈에 물건을 훔친다. 화를 내면 손톱을 세워서 반격.사람의 물건을 장난으로 훔친다. 도둑질당한 사람도 귀여운 시늉에 바로 용서하고 만다.도감에 없음등장하지 않음곤란해하는 모습을 보기 위해 사람의 물건을 훔친다. 훔처우와는 라이벌 관계다.귀여운 동작으로 방심심키고 상대가 다가오면 갑자기 발톱으로 할퀴고는 웃는다.","악","","육상"
"레파르다스","신출귀몰한 포켓몬. 아름다운 스타일과 털의 결이 많은 트레이너를 매혹시킨다.기척을 죽이고 접근한다. 상대가 눈치채기 전에 배후에서 살며시 다가가서 괴롭히는 것이다.아름다운 스타일은 전신의 발달한 근육 덕분이다. 소리도 내지 않고 밤을 달린다.기척을 죽이고 접근한다. 상대가 눈치채기 전에 배후에서 살며시 다가가서 괴롭히는 것이다.아름다운 스타일은 전신의 발달한 근육 덕분이다. 소리도 내지 않고 밤을 달린다.기척을 죽이고 접근한다. 상대가 눈치채기 전에 배후에서 살며시 다가가서 괴롭히는 것이다.도감에 없음등장하지 않음아름다운 털과 스타일에 쉽게 매료되지만 변덕스럽고 흉포한 포켓몬이다.폭슬라이와 영역을 두고 다툰다. 소리를 전혀 내지 않고 먹이의 배후에 접근한다.","악","","육상"
"야나프","깊은 숲에서 사는 포켓몬. 머리에 난 잎사귀를 먹으면 피로가 거짓말처럼 사라진다.상태가 안좋은 포켓몬에게 머리의 나뭇잎을 나누어준다. 피곤함을 풀어주는 효과가 있는 것이다.나무열매를 잘 찾아 여기저기에서 나누어 주는 상냥함을 가졌다.기운이 없는 포켓몬에게 머리의 잎사귀를 나눠준다. 피로를 풀어주는 효과가 있다.나무열매를 잘 찾아 여기저기에서 모아 동료에게 나누어 주는 상냥함을 가졌다.자료 없음","풀","","육상"
"야나키","성질이 사납고 가시가 박힌 꼬리를 휘둘러서 싸운다. 머리의 잎사귀는 매우 쓰다.가시가 잔뜩 돋아난 꼬리로 상대에게 공격. 기질이 격렬한 포켓몬.가시가 박힌 꼬리를 휘둘러 힘껏 쳐서 상대를 공격한다. 머리의 잎은 아주 쓰다.가시가 잔뜩 박힌 꼬리를 상대에게 힘껏 쳐서 공격한다. 기질이 격한 포켓몬이다.기질이 격하여 가시가 박힌 꼬리를 휘두르며 싸운다. 머리의 잎사귀는 매우 쓰다.자료 없음","풀","","육상"
"바오프","머리의 털은 화가나면 온도가 올라 300도 이상이 된다. 열매를 머리의 털로 구워서 먹는다.화산의 동굴에서 산다. 머리의 털 안이 타올라서 300도의 고온이 된다.지능이 높고 나무열매는 구운 뒤 먹는 습성이 있다. 사람 도와주기를 좋아한다.화산 동굴에서 산다. 머리의 송아리 속이 불타고 있어 300도나 되는 높은 온도가 된다.자료 없음","불꽃","","육상"
"바오키","단것을 아주 좋아한다. 체내에서 불을 태워 에너지로 쓴다.몸 안의 불꽃을 불태워 머리나 꼬리에서 불똥을 흩뿌려 적을 그을리게 한다.흥분하면 머리나 꼬리에서 불티가 날아올라 뜨거워진다. 왜인지 달콤한 것을 매우 좋아한다.몸속에서 태운 불꽃을 머리나 꼬리로 흩뿌려서 상대를 태운다.흥분하면 머리나 꼬리에서 불티가 날아올라 뜨거워진다. 왜인지 달콤한 것을 매우 좋아한다.자료 없음","불꽃","","육상"
"앗차프","머리카락에 모아둔 물은 영양이 가득. 식물에게 뿌리면 크게 자란다.건조한 환경에 약하다. 머리의 송아리에 모은 물을 꼬리로 뿌려 주위를 적신다.머리 송아리에 모은 물은 영양 듬뿍. 꼬리를 사용해서 그 물을 초목에 뿌린다.머리의 송아리에 모은 물은 영양이 가득하다. 식물에 뿌려주면 크게 자란다.자료 없음","물","","육상"
"앗차키","머리카락에 물을 모은다. 저수량이 줄어들면 꼬리로 물을 빨아올려 보급한다.꼬리에서 고압의 물을 발사하면 콘크리트 벽조차 파괴하는 위력.물이 깨끗한 장소를 좋아한다. 머리에 모아둔 물이 줄어들면 꼬리에서 빨아올려 보급한다.꼬리에서 발사하는 고압의 물은 콘크리트 벽도 파괴할 수 있는 위력을 지녔다.물이 깨끗한 장소를 좋아한다. 머리에 모아둔 물이 줄어들면 꼬리에서 빨아올려 보급한다.자료 없음","물","","육상"
"몽나","몽나에게 꿈을 먹혀버리면 꿈의 내용을 잊어버린다. 보통 공중에 떠 있다.사람이나 포켓몬이 본 꿈을 먹는다. 즐거운 꿈을 먹으면 핑크색의 연기를 내뿜는다.나쁜 꿈에 시달리고 있는 포켓몬이나 사람 앞에 나타나 그 꿈을 먹어버리는 포켓몬.사람이나 포켓몬이 본 꿈을 먹는다. 즐거운 꿈을 먹으면 핑크색의 연기를 내뿜는다.나쁜 꿈에 시달리고 있는 포켓몬이나 사람 앞에 나타나 그 꿈을 먹어버리는 포켓몬.사람이나 포켓몬이 본 꿈을 먹는다. 즐거운 꿈을 먹으면 핑크색의 연기를 내뿜는다.도감에 없음등장하지 않음깊은 밤중 머리맡에 나타난다. 꿈을 먹는 동안 몸에 있는 무늬가 어렴풋이 빛난다.꿈을 먹고 연기를 내뿜는다. 즐거운 꿈이면 핑크색이고 악몽이면 거무스름하다.","에스퍼","","육상"
"몽얌나","이마로부터 나오고 있는 연기 속에는 사람이나 포켓몬이 꾼 꿈이 가득 차있다.먹은 꿈을 실체화시킨다. 이마에서 피어나는 연기가 꿈에서 나왔었던 것으로 모습을 바꾼다.이마에서 나오는 꿈연기는 먹은 꿈의 내용에 따라 여러 가지 색으로 변한다.이마로부터 나오고 있는 연기 속에는 사람이나 포켓몬이 꾼 꿈이 가득 차있다.이마에서 나오는 꿈연기는 먹은 꿈의 내용에 따라 여러 가지 색으로 변한다.이마로부터 나오고 있는 연기 속에는 사람이나 포켓몬이 꾼 꿈이 가득 차있다.이마에서 나오는 꿈연기는 먹은 꿈의 내용에 따라 여러 가지 색으로 변한다.도감에 없음등장하지 않음뿜어내는 연기가 거무스름할 때는 가까이 가지 않는 것이 좋다. 악몽이 현실이 되기 때문이다.언제나 선잠을 자며 꿈을 꾼다. 잠에서 깨면 매우 불쾌해하므로 가만히 내버려 두자.","에스퍼","","육상"
"콩둘기","트레이너의 명령을 잘 듣는 성격이지만 어려운 지시는 이해하지 못하는 경우도 있다.마을 안에 살고 있는 포켓몬. 낯가림이 없기에 공원이나 광장에 많이 모여든다.매우 건망증이 심한 포켓몬으로 트레이너에게 명령을 받았어도 새로운 명령을 기다리고 있다.마을 안에 살고 있는 포켓몬. 낯가림이 없기에 공원이나 광장에 많이 모여든다.매우 건망증이 심한 포켓몬으로 트레이너에게 명령을 받았어도 새로운 명령을 기다리고 있다.마을 안에 살고 있는 포켓몬. 낯가림이 없기에 공원이나 광장에 많이 모여든다.도감에 없음등장하지 않음사람이 사는 곳에 나타난다. 먹이를 뿌려주면 수백 마리가 모여들기 때문에 주의해야 한다.건망증이 심하고 영리하지 않지만 사람을 잘 따르고 착실해서 귀여워하는 트레이너가 많다.","노말","비행","비행"
"유토브","아무리 멀리 떨어져 있어도 트레이너의 곁으로 반드시 돌아올 수 있다.유토브가 사는 숲 안에는 싸움이 없는 평화로운 나라가 있다고 믿어져지고 있다.세계 어디에 있어도 자신의 둥지가 있는 곳을 알 수 있어 트레이너를 잃어버리지 않는다.유토브가 사는 숲 안에는 싸움이 없는 평화로운 나라가 있다고 믿어져지고 있다.세계 어디에 있어도 자신의 둥지가 있는 곳을 알 수 있어 트레이너를 잃어버리지 않는다.유토브가 사는 숲 안에는 싸움이 없는 평화로운 나라가 있다고 믿어져지고 있다.세계 어디에 있어도 자신의 둥지가 있는 곳을 알 수 있어 트레이너를 잃어버리지 않는다.도감에 없음등장하지 않음하늘을 나는 속도는 그저 그렇다. 아무리 멀리 떨어져 있어도 주인과 자신의 둥지를 기억하고 있다.영리하고 기억력이 좋다. 배달원이 파트너로 선택하는 경우가 많다.","노말","비행","비행"
"켄호로우","수컷은 머리의 장식을 흔들어 상대를 위협한다. 암컷의 비행 능력은 수컷을 뛰어 넘는다.수컷은 머리에 장식을 가졌다. 트레이너 이외의 사람에게는 절대로 친하지 않는 성질.머리 장식을 흔들거리며 위협하는 수컷이지만 나는 것은 암컷보다 서툴다.수컷은 머리의 장식을 흔들어 상대를 위협한다. 암컷의 비행 능력은 수컷을 뛰어 넘는다.수컷은 머리에 장식을 가졌다. 트레이너 이외의 사람에게는 절대로 친하지 않는 성질.수컷은 머리의 장식을 흔들어 상대를 위협한다. 암컷의 비행 능력은 수컷을 뛰어 넘는다.수컷은 머리에 장식을 가졌다. 트레이너 이외의 사람에게는 절대로 친하지 않는 성질.도감에 없음등장하지 않음높은 비행 능력을 가졌다. 암컷은 지구력이 뛰어나며 수컷은 비행 속도가 뛰어나다.영리한 만큼 프라이드도 높다. 켄호로우의 트레이너가 되면 모두에게 실력을 인정받는다.","노말","비행","비행"
"줄뮤마","방전하면 갈기가 빛난다. 갈기를 빛내는 방식으로 동료와 커뮤니케이션을 한다.소나기구름으로 하늘이 뒤덮여지면 나타난다. 갈기털로 천둥을 캐치하여 전기를 모은다.방전하면 갈기가 빛난다. 갈기가 빛나는 횟수나 리듬으로 동료와 대화한다.소나기구름으로 하늘이 뒤덮여지면 나타난다. 갈기털로 천둥을 캐치하여 전기를 모은다.방전하면 갈기가 빛난다. 갈기가 빛나는 횟수나 리듬으로 동료와 대화한다.소나기구름으로 하늘이 뒤덮여지면 나타난다. 갈기털로 천둥을 캐치하여 전기를 모은다.방전하면 갈기가 빛난다. 갈기가 빛나는 횟수나 리듬으로 동료와 대화한다.등장하지 않음","전기","","육상"
"제브라이카","번개같은 순발력. 제브라이카가 전속력으로 달리면 천둥 소리가 울려 퍼진다.기질이 격렬하여 화가 나면 갈기털에서 사방팔방으로 전격을 마구 쏘아대므로 위험.격렬한 기질의 소유자. 날뛰면 갈기에서 번개를 사방팔방으로 방전한다.천둥번개 같은 순발력을 가지고 있다. 제브라이카가 전속력으로 달리면 천둥소리가 울려 퍼진다.격렬한 기질의 소유자. 날뛰면 갈기에서 번개를 사방팔방으로 방전한다.천둥번개 같은 순발력을 가지고 있다. 제브라이카가 전속력으로 달리면 천둥소리가 울려 퍼진다.등장하지 않음","전기","","육상"
"단굴","육각형의 귀를 가졌다. 땅 속에서 압축된 몸은 철에 지지않을 정도로 견고하다.100년 전 대지진 때 갈라진 틈에서 발견되었다. 몸 안에 에너지 코어를 가졌다.육각형의 구멍은 귀다. 소리가 나는 쪽으로 걸어가는 습성을 가지고 있다.육각형의 귀를 가지고 있다. 땅속 싶은 곳에서 압축된 몸은 철 못지않게 단단하다.100년 전 대지진 때 갈라진 땅에서 발견되었다. 체내에 에너지 코어를 가지고 있다.육각형 귀를 가지고 있다. 땅속 깊은 곳에서 압축된 몸은 철 못지않게 단단하다.100년 전 대지진 때 갈라진 땅에서 발견되었다. 체내에 에너지 코어를 가지고 있다.땅속 깊은 곳에서 태어났다. 가까운 친구인 꼬마돌이나 멜리시와 딱딱함을 비교한다.육각형의 구멍은 귀다. 소리가 나는 쪽으로 걸어가지만 소리가 그치면 당황해서 넘어진다.육각형의 구멍은 귀다. 귀 안에 에너지 코어가 있어서 손을 넣으면 화를 낸다.땅이 갈라진 곳의 단층에서 발견되었다. 몸을 구성하는 성분은 수백 년도 전의 흙이다.등장하지 않음철과 비슷하게 단단하지만 오랫동안 물에 담가두면 조금 부드러워진다고 한다.소리에 반응해 움직인다. 에너지 코어의 영향으로 만지면 조금 따듯하다.","바위","","광물"
"암트르","파워가 넘쳐 흐르면 오렌지색의 결정이 빛을 낸다. 동굴에서 지하수를 찾는다.몸 안에서 진정되지 않아 새어나온 에너지가 뭉쳐 오렌지색의 결정이 되었다.기운이 넘치면 핵이 튀어나온다. 몸의 방향을 바꾸지 않고 전후좌우로 재빠르게 움직일 수 있다.체내에서 처리되지 못하고 빠져나온 에너지가 덩어리져서 주황색 결정이 되었다.기운이 넘치면 핵이 튀어나온다. 몸의 방향을 바꾸지 않고 전후좌우로 재빠르게 움직일 수 있다.체내에서 처리되지 못하고 빠져나온 에너지가 덩어리져서 주황색 결정이 되었다.기운이 넘치면 핵이 튀어나온다. 몸의 방향을 바꾸지 않고 전후좌우로 재빠르게 움직일 수 있다.오렌지 결정은 에너지의 덩어리다. 한 조각으로 덤프트럭 100대분의 연료가 된다.동굴에서 지하수를 찾는다. 물 자체는 잘 마시지 못해서 홀짝홀짝 천천히 핥는다.몸에서 넘쳐흐르는 에너지가 오렌지색 결정이 되었다. 다이아몬드도 부술 정도로 견고하다.오렌지색 결정은 큰 에너지의 덩어리다. 가치가 있어 노려지는 일도 있다.등장하지 않음오렌지색 결정이 빛나기 시작하면 조심해야 한다. 에너지를 쏘아대기 때문이다.소리로 주위 상황을 살핀다. 화나게 하면 몸의 방향을 바꾸지 않은 채로 쫓아온다.","바위","","광물"
"기가이어스","체내의 코어에서 에너지를 압축하여 발사하는 공격은 산을 날려버리는 위력.오렌지 색의 결정으로 태양광선을 흡수하여 입에서 에너지를 발사한다.거두어들인 태양광선을 에너지 코어로 반응시켜 빛의 구슬로 쏘아낸다.체내의 코어에서 에너지를 압축하여 쏘아대는 공격은 산을 날려버릴 만한 위력이다.거두어들인 태양 광선을 에너지 코어로 반응시켜 빛의 구슬로 쏘아낸다.체내의 코어에서 에너지를 압축하여 쏘아대는 공격은 산을 날려버릴 만한 위력이다.태양광선으로부터 만든 에너지탄은 엄청난 위력이다. 하지만 밤과 비 오는 날에는 쏠 수 없다.상당한 체력을 지니고 있어 건설 관계자가 파트너를 선택할 때 선호하는 포켓몬이다.전력으로 에너지를 쏘면 그 파워로 자신의 몸에 무수한 균열이 생긴다.태양 광선을 흡수해서 에너지를 쏜다. 평소에는 땅 속 깊은 곳에 몸을 숨기고 있다.등장하지 않음씩씩해서 공사 현장이나 채굴장에서 대왕끼리동이나 사람과 함께 일할 때도 있다.맑은 날에만 쏠 수 있지만 에너지탄의 파괴력은 덤프트럭도 날려버릴 정도다.","바위","","광물"
"또르박쥐","어두운 숲이나 동굴에서 산다. 콧구멍에서 초음파를 내어 주위의 상황을 살핀다.동굴 벽에 콧구멍으로 달라붙어 잠잔다. 달라붙은 장소는 하트 자국이 남는다.또르박쥐의 코가 닿은 몸에 하트 모양의 자국이 나면 좋은 일이 일어난다고 전해진다.어두운 숲이나 동굴에서 산다. 콧구멍에서 초음파를 쏘아 주변의 모습을 살핀다.또르박쥐의 코가 닿은 곳에 하트 모양의 자국이 나면 좋은 일이 일어난다고 전해진다.어두운 숲이나 동굴에서 산다. 콧구멍에서 초음파를 내어 주위의 상황을 살핀다.또르박쥐의 코가 닿은 곳에 하트 모양의 자국이 나면 좋은 일이 일어난다고 전해진다.도감에 없음등장하지 않음동굴을 올려다봤을 때 벽에 하트 모양 자국이 있다면 또르박쥐가 살고 있다는 증거다.초음파를 발산하면서 흔들흔들 날아다닌다. 먹이인 벌레포켓몬을 찾고 있다.","에스퍼","비행","육상,비행"
"맘박쥐","여러가지 주파수의 음파를 콧구멍에서 낸다. 바위를 파괴하는 음파도 낸다.수컷이 암컷에게 구애할 때 내는 초음파를 쬐면 매우 즐거운 기분이 된다.콘크리트도 부술 정도로 강한 초음파를 낼 때 꼬리가 심하게 흔들린다.수컷이 암컷에게 구애할 때 내는 초음파를 쬐면 매우 즐거운 기분이 된다.콘크리트도 부술 정도로 강한 초음파를 낼 때 꼬리가 심하게 흔들린다.수컷이 암컷에게 구애할 때 내는 초음파를 쬐면 매우 즐거운 기분이 된다.도감에 없음등장하지 않음아주 강력한 음파를 내보낸 후에는 지쳐서 당분간 날 수 없게 된다.코의 모양이 복스럽다고 행복을 부르는 상징으로 여기는 지역도 있다고 한다.","에스퍼","비행","육상,비행"
"두더류","땅속을 파헤쳐 나가는 스피드는 시속 50km 이상. 지상을 달리는 자동차와 비슷하다.양팔의 손톱을 반복하면서 몸을 고속 회전시켜 맹스피드로 땅속을 나아간다.몸을 스핀시켜서 시속 50km의 스피드를 유지하며 똑바로 땅을 파서 나아간다.양손의 손톱을 서로 겹치고 몸을 고속 회전시키면서 맹렬한 속도로 땅속을 헤쳐나간다.몸을 스핀시켜서 시속 50km의 스피드를 유지하며 똑바로 땅을 파서 나아간다.양손의 손톱을 서로 겹치고 몸을 고속 회전시키면서 맹렬한 속도로 땅속을 헤쳐나간다.몸을 스핀시켜서 시속 50km의 스피드를 유지하며 똑바로 땅을 파서 나아간다.도감에 없음등장하지 않음양손의 손톱을 서로 겹치고 몸을 고속으로 회전시킨 뒤 먹이를 향해 돌진한다.손톱으로 땅속을 파고 다니면서 키우는 채소를 헤치기 때문에 농업 종사자들이 싫어한다.","땅","","육상"
"몰드류","강철로 진화한 드릴은 철판을 꿰뚫는 파괴력. 터널 공사에서 대활약한다.땅속 100미터에 미로같은 둥지를 만든다. 지하철 터널에 구멍을 만들어버린다.강철이 된 발톱과 머리로 드릴을 만들어 어떠한 두꺼운 철판도 꿰뚫는다.땅 밑 100m에 미로 같은 굴을 만든다. 지하철 터널에 구멍을 뚫어 버린다.강철로 진화한 드릴은 철판을 뚫는 파괴력을 가졌다. 터널 공사에서 크게 활약한다.땅 밑 100m에 미로 같은 굴을 만든다. 지하철 터널에 구멍을 뚫어 버린다.도감에 없음등장하지 않음자연적으로 생긴 동굴로 보이지만 사실을 몰드류가 파낸 흔적이 경우는 흔히 있는 일이다.별명은 드릴킹이다. 땅속을 파는 속도는 시속 150km에 달한다.","땅","강철","육상"
