"name","desc","type1","type2","egg_group"
"파르토","커다란 귀에는 무게가 1톤을 넘는 바위를 가뿐히 들어 올릴 만한 파워가 있다. 공사 현장에서 대활약한다.굴착기에 버금가는 파워의 귀로 단단한 암반도 산산조각 낸다. 구멍을 다 파면 빈둥빈둥 지낸다.커다란 귀에는 무게가 1톤을 넘는 바위를 가뿐히 들어 올릴 만한 파워가 있다. 공사 현장에서 대활약한다.굴착기에 버금가는 파워의 귀로 단단한 암반도 산산조각 낸다. 구멍을 다 파면 빈둥빈둥 지낸다.도감에 없음등장하지 않음굴착기에 뒤지지 않는 파워로 단단한 암반도 파고 들어간다. 터널 공사에서 크게 활약한다.배의 털은 보온성이 뛰어나다. 옛날 사람들은 파르토의 몸에서 빠진 털로 방한복을 만들었다.","노말","땅","육상"
"화살꼬빈","사람을 잘 따르는 성격이다. 아름다운 지저귐과 꽁지를 흔드는 움직임으로 동료에게 신호를 보낸다.지저귀는 소리는 아름답지만 영역에 들어온 상대를 용서하지 않는 난폭한 성격이다.사람을 잘 따르는 성격이다. 아름다운 지저귐과 꽁지를 흔드는 움직임으로 동료에게 신호를 보낸다.지저귀는 소리는 아름답지만 영역에 들어온 상대를 용서하지 않는 난폭한 성격이다.사람을 잘 따라서 다루기 쉬운 포켓몬이지만 한번 싸움이 붙으면 매우 거칠어진다.흥분하면 체온이 2배까지 올라 체내의 호르몬이 활발해진다.사람을 잘 따르는 포켓몬이지만, 억지로 만지면 몸을 단숨에 발열시켜 화상을 입는다.몸은 언제나 따뜻하다. 추운 지역의 트레이너는 침대에서 함께 잔다고 한다.등장하지 않음아름답게 지저귀는 소리는 위협하고 있다는 뜻이다. 영역에 들어온 자는 용서없이 콕콕 쪼아버린다.흥분하면 체온이 확 오른다. 맨손으로 만지면 화상을 입기도 할 정도다.","노말","비행","비행"
"불화살빈","부리에서 불꽃을 뿜어 풀숲을 태우고 놀라서 뛰쳐나온 사냥감을 잡는다.배에 있는 불꽃 주머니의 화력이 강해질수록 빨리 날 수 있지만 점화할 때까지 시간이 걸린다.부리에서 불꽃을 뿜어 풀숲을 태우고 놀라서 뛰쳐나온 사냥감을 잡는다.배에 있는 불꽃 주머니의 화력이 강해질수록 빨리 날 수 있지만 점화할 때까지 시간이 걸린다.부리로부터 불꽃을 날려 먹이에 맞힌다. 잡은 먹이는 구운 다음 먹는다.반경 수 km의 영역을 차지하고 있어 다른 불화살빈이 들어오는 것을 용서하지 않는다.풀숲에 불꽃을 흩뿌린다. 불꽃에 놀라 뛰쳐나온 벌레포켓몬을 덥석 먹어 치운다.날기 시작한 직후의 스피드는 모든 새포켓몬 중에서도 톱클래스 수준이다.등장하지 않음굴 속에 불똥을 쏜 다음 놀라서 빠져나온 먹이를 날카로운 발톱으로 잡는다.영역에 대한 개념이 매우 강하고 호전적이다. 먹이 먹는 장소를 두고 불화살빈끼리 싸운다.","불꽃","비행","비행"
"파이어로","격렬한 싸움으로 흥분하게 되면 온몸의 깃털 사이에서 불꽃을 뿜어내며 비행한다.사냥감을 덮칠 때의 스피드는 시속 500km이다. 강렬한 킥으로 꼼짝 못하게 한다.격렬한 싸움으로 흥분하게 되면 온몸의 깃털 사이에서 불꽃을 뿜어내며 비행한다.사냥감을 덮칠 때의 스피드는 시속 500km이다. 강렬한 킥으로 꼼짝 못하게 한다.좋아하는 것은 갈모매와 콕코구리다. 강렬한 킥으로 타격을 가하고 날카로운 발톱으로 꽉 잡는다.깃털 사이로 불꽃을 뿜어내며 시속 500km로 먹이를 향해 똑바로 날아간다.날개는 불이 붙지 않고 튼튼하다. 옛날에는 소방관들의 옷을 파이어로의 날개로 만들었다.새포켓몬이 주된 먹이다. 갑자기 접근한 뒤 강력한 킥으로 땅에 떨어뜨린다.등장하지 않음새포켓몬이 주요 먹이다. 깃털 사이로 불똥을 뿜어내며 상대를 위협한다.시속 500km로 돌격한다. 먹이가 도망칠 틈을 주지 않고 강렬한 발차기로 꼼짝 못 하게 한다.","불꽃","비행","비행"
"분이벌레","새포켓몬에게 습격당하면 검은 가루를 흩뿌린다. 만지면 마비되는 독가루다.몸을 덮은 가루가 체온을 조절하고 있어 어떤 기후나 풍토의 지역에서도 살 수 있다.새포켓몬에게 습격당하면 검은 가루를 흩뿌린다. 만지면 마비되는 독가루다.몸을 덮은 가루가 체온을 조절하고 있어 어떤 기후나 풍토의 지역에서도 살 수 있다.자료 없음","벌레","","벌레"
"분떠도리","수풀의 그늘에 숨어 산다. 적에게 공격당하면 몸의 털을 뾰족하게 곤두세우며 위협한다.단단한 몸은 새포켓몬의 부리로도 상처 하나 입지 않는다. 가루를 뿌려서 방어한다.수풀의 그늘에 숨어 산다. 적에게 공격당하면 몸의 털을 뾰족하게 곤두세우며 위협한다.단단한 몸은 새포켓몬의 부리로도 상처 하나 입지 않는다. 가루를 뿌려서 방어한다.자료 없음","벌레","","벌레"
"비비용","세계에는 다양한 무늬의 날개를 가진 비비용이 있다. 살고 있는 곳의 기후에 영향을 받는 것 같다.살고 있는 장소의 기후나 풍토에 따라 날개의 모양이 다른 포켓몬이다. 화려한 색의 날개 가루를 뿌린다.세계에는 다양한 무늬의 날개를 가진 비비용이 있다. 살고 있는 곳의 기후에 영향을 받는 것 같다.살고 있는 장소의 기후나 풍토에 따라 날개의 모양이 다른 포켓몬이다. 화려한 색의 날개 가루를 뿌린다.자료 없음","벌레","비행","벌레"
"레오꼬","강한 상대에게 맞설 때일수록 갈기의 온도가 높아지고 전신에 힘이 넘쳐난다.강해지기 위해 무리를 벗어나 홀로 생활하게 된다. 혈기 왕성하여 쉽게 싸우려 든다.강한 상대에게 맞설 때일수록 갈기의 온도가 높아지고 전신에 힘이 넘쳐난다.강해지기 위해 무리를 벗어나 홀로 생활하게 된다. 혈기 왕성하여 쉽게 싸우려 든다.자료 없음어릴 때는 동료와 무리를 이룬다. 스스로 먹이를 사냥할 수 있게 되면 무리에서 쫓겨나 독립한다.혈기가 왕성하고 호기심도 왕성하다. 화가나거나 싸움이 시작되면 짧은 갈기가 뜨거워진다.자료 없음","불꽃","노말","육상"
"화염레오","무리 중에서 가장 커다란 불꽃 갈기를 지닌 수컷이 리더로서 동료들을 이끈다.섭씨 6000도의 숨을 내뿜어 격렬하게 상대를 위협한다. 암컷이 무리의 새끼를 지킨다.무리 중에서 가장 커다란 불꽃 갈기를 지닌 수컷이 리더로서 동료들을 이끈다.섭씨 6000도의 숨을 내뿜어 격렬하게 상대를 위협한다. 암컷이 무리의 새끼를 지킨다.자료 없음수컷은 평소에 빈둥거리지만, 강적이 덤벼들면 자신을 돌보지 않고 동료를 지킨다.섭씨 6000도의 숨결을 내뱉지만 먹이에는 사용하지 않는다. 고기는 날것을 좋아하기 때문이다.자료 없음","불꽃","노말","육상"
"플라베베","꽃의 숨겨진 힘을 끌어내어 자유자재로 조종한다. 플라베베가 지닌 꽃은 이미 몸의 일부다.마음에 든 꽃을 발견하면 평생을 그 꽃과 지낸다. 바람을 타고 내키는 대로 떠난다.꽃의 숨겨진 힘을 끌어내어 자유자재로 조종한다. 플라베베가 지닌 꽃은 이미 몸의 일부다.마음에 든 꽃을 발견하면 평생을 그 꽃과 지낸다. 바람을 타고 내키는 대로 떠난다.등장하지 않음꽃의 힘이 없으면 위험하다. 그래도 좋아하는 색과 형태를 찾을 때까지 여행을 계속한다.머리의 관은 꽃가루를 모아서 만든 것이다. 치유의 효과가 숨겨져 있다.등장하지 않음","페어리","","요정"
"플라엣테","꽃밭을 날아다니며 말라가는 꽃을 보살핀다. 꽃의 숨겨진 힘을 끌어내어 싸운다.빈틈없이 손질한 화단의 꽃이 피면 모습을 드러내어 아름다운 댄스로 축복한다.꽃밭을 날아다니며 말라가는 꽃을 보살핀다. 꽃의 숨겨진 힘을 끌어내어 싸운다.빈틈없이 손질한 화단의 꽃이 피면 모습을 드러내어 아름다운 댄스로 축복한다.등장하지 않음꽃을 길러 자신의 무기로 이용한다. 아름답게 핀 꽃일수록 강력한 파워를 간직하고 있다.자신의 파워를 꽃에 주고 진심을 담아 돌본다. 화단을 어지럽히는 자는 용서하지 않는다.등장하지 않음","페어리","","요정"
"플라제스","멋진 화원이 영역이다. 화초가 내보내는 에너지를 쬐어 자신의 파워로 삼는다.옛 성의 주인은 정원을 꾸미기 위해 플라제스를 불러들여 화원을 만들게 했다.멋진 화원이 영역이다. 화초가 내보내는 에너지를 쬐어 자신의 파워로 삼는다.옛 성의 주인은 정원을 꾸미기 위해 플라제스를 불러들여 화원을 만들게 했다.등장하지 않음기른 꽃들을 조종한다. 플라제스가 발산하는 꽃보라는 아름다움도 파워도 압도적이다.수백 년의 수명을 가졌다. 정원을 지키는 일에 일생을 바친다고 한다.등장하지 않음","페어리","","요정"
"메이클","사람과 살기 시작한 최초의 포켓몬이라고 한다. 온화한 성격의 포켓몬이다.물과 태양이 있으면 등에 있는 잎으로 에너지를 만들 수 있어서 먹이를 먹지 않아도 괜찮다물과 태양이 있으면 등에 있는 잎으로 에너지를 만들 수 있어서 먹이를 먹지 않아도 괜찮다.자료 없음","풀","","육상"
"고고트","뿔을 잡을 때 느껴지는 작은 차이로 트레이너의 마음을 읽어낼 수 있기에 하나가 되어 달릴 수 있는 것이다.산악 지대에서 생활한다. 뿔을 서로 부딪쳐서 힘을 겨루어 승자가 무리의 리더가 된다.자료 없음","풀","","육상"
"판짱","적이 얕잡아 보지 못하도록 열심히 노려보지만, 효과가 약하다. 물고 있는 잎사귀가 트레이드마크다.무서운 얼굴로 열심히 상대를 노려보지만 머리를 쓰다듬어주면 금방 해죽거린다.적이 얕잡아 보지 못하도록 열심히 노려보지만, 효과가 약하다. 물고 있는 잎사귀가 트레이드마크다.무서운 얼굴로 열심히 상대를 노려보지만 머리를 쓰다듬어주면 금방 해죽거린다.형님처럼 의지하며 따르는 부란다의 행동을 따라 하면서 성장해 간다.물고 있는 나뭇잎은 특별한 의미 없이 그냥 멋이다. 개구쟁이라 초급 트레이너에게는 적합하지 않다.부란다의 뒤를 부하처럼 따라다닌다. 큰 실패를 하면 잎사귀를 빼앗겨 버린다.상대를 겁먹게 하려고 필사적이다. 열심히 노려 본다면 겁먹은 척을 해 주자.등장하지 않음형님처럼 따르는 부란다를 따라 하면서 싸우는 법과 먹이를 잡는 법을 배운다.얕잡아 보이지 않으려고 언제나 상대를 노려보고 있지만 방심하면 금방 웃는 얼굴이 되어버린다.","격투","","인간형,육상"
"부란다","성질이 거칠어 툭하면 싸우려 들지만 약자를 괴롭히는 일은 용서하지 않는다. 잎사귀로 적의 움직임을 읽는다.공격을 받아도 풀죽지 않고 돌진하며 전신주도 부러뜨리는 파워의 완력으로 때려눕힌다.성질이 거칠어 툭하면 싸우려 들지만 약자를 괴롭히는 일은 용서하지 않는다. 잎사귀로 적의 움직임을 읽는다.공격을 받아도 풀죽지 않고 돌진하며 전신주도 부러뜨리는 파워의 완력으로 때려눕힌다.완력이 자랑거리이며 호쾌하다. 부란다의 트레이너가 되고 싶으면 주먹으로 이야기하는 수밖에 없다.대나무 잎의 움직임으로 적의 행동을 읽는다. 싸움꾼이지만 동료에 대한 정은 두텁다.완력을 뽐내는 와일드한 포켓몬. 호쾌한 성질에 반하는 트레이너도 많다.주먹으로 이야기하는 타입이다. 긴말 없이 냅다 때려서 덤프트럭도 날려버리는 돌진을 먹인다.등장하지 않음성질이 사나워서 완력으로 상대를 조용하게 만든다. 가로막구리와의 결투에 투지를 불태운다.잎사귀로 상대의 움직임을 읽는다. 대형 덤프트럭을 일격에 고철로 만들어버리는 펀치를 가졌다.","격투","악","인간형,육상"
"트리미앙","복슬복슬한 털을 깎고 다듬으면 모습이 아름다워질 뿐만 아니라 몸의 움직임도 좋아진다.먼 옛날 칼로스지방에서 왕을 호위하는 역할을 맡았던 포켓몬이다.복슬복슬한 털을 깎고 다듬으면 모습이 아름다워질 뿐만 아니라 몸의 움직임도 좋아진다.먼 옛날 칼로스지방에서 왕을 호위하는 역할을 맡았던 포켓몬이다.등장하지 않음털을 얼마나 아름답게 커트하는지 귀족들 사이에서 경쟁하던 시대가 있었다.가만히 두면 털이 점점 자라지만 신뢰하는 자가 아니면 커트를 허락하지 않는다.등장하지 않음","노말","","육상"
"냐스퍼","강력한 사이코 파워가 새어 나가지 않도록 방출되는 기관을 귀로 막고 있다.100m 이내에 있는 것을 날려버릴 정도의 사이코 파워를 잘 컨트롤하지 못한다.강력한 사이코 파워가 새어 나가지 않도록 방출되는 기관을 귀로 막고 있다.100m 이내에 있는 것을 날려버릴 정도의 사이코 파워를 잘 컨트롤하지 못한다.도감에 없음등장하지 않음언제나 무표정하지만 실제로는 강력한 사이코 파워가 새어 나가지 않게 하기 위해 필사적이다.프로레슬러를 날려 버릴 정도의 사이코 파워를 속에 지니고 있지만 컨트롤이 되지 않아 난처해하고 있다.","에스퍼","","육상"
"냐오닉스","위험이 다가오면 귀를 들어 올리고 10톤 트럭을 눌러 부술 정도의 사이코 파워를 방출한다.귀 안쪽의 눈알 모양에서 사이코 파워를 내지만 너무나도 강력하여 귀를 막고 있다.위험이 다가오면 귀를 들어 올리고 10톤 트럭을 눌러 부술 정도의 사이코 파워를 방출한다.귀 안쪽의 눈알 모양에서 사이코 파워를 내지만 너무나도 강력하여 귀를 막고 있다.도감에 없음등장하지 않음귀 안쪽의 눈알 모양에서 사이코 파워를 내지만 평소에는 그 힘을 숨기고 있다. (수컷의 모습)수컷은 방어 본능이 강해서 자신과 파트너를 지킬 때 최대의 파워를 쓴다. (수컷의 모습)사이코 파워를 무제한으로 내뿜으면 유조선을 가를 정도의 위력을 낸다. 무뚝뚝한 점도 매력이다. (암컷의 모습)","에스퍼","","육상"
"단칼빙","죽은 자의 혼이 고대의 검에 깃들어 태어났다고 한다. 사람에게 씌어 생명을 빨아들인다.검의 자루를 잡은 사람의 팔에 파란 천을 감아서 쓰러질 때까지 목숨을 빨아들인다.죽은 자의 혼이 고대의 검에 깃들어 태어났다고 한다. 사람에게 씌여 생명을 빨아들인다.검의 자루를 잡은 사람의 팔에 파란 천을 감아서 쓰러질 때까지 목숨을 빨아들인다.도감에 없음등장하지 않음먼 옛날에 이 검에 의해 죽은 인간의 영혼이 단칼빙의 영혼이 되었다.검의 가드 부분에 있는 푸른 눈동자가 단칼빙의 본체다. 낡은 천으로 사람의 생기를 빨아들인다.","강철","고스트","광물"
"쌍검킬","진화하여 2자루로 분열되었다. 텔레파시로 서로 대화하며 연계 공격으로 적을 조각낸다.2자루의 검에 의한 복잡한 연속 공격을 막는 것은 검의 달인일지라도 불가능하다.진화하여 2자루로 분열되었다. 텔레파시로 서로 대화하며 연계 공격으로 적을 조각낸다.2자루의 검에 의한 복잡한 연속 공격을 막는 것은 검의 달인일지라도 불가능하다.도감에 없음등장하지 않음진화해서 쌍둥이가 되었다. 칼날을 맞부딪혀서 내는 금속음으로 상대를 위협한다.2자루의 검이 공격과 방어를 어지러울 정도로 빠르게 바꾸는 전법으로 먹이의 숨통을 끊는다.","강철","고스트","광물"
"킬가르도","역대 왕들이 데리고 있었다. 영험한 힘으로 사람이나 포켓몬의 마음을 조종하여 복종하게 한다.왕의 기질을 가진 인간을 간파하는 듯하다. 인정받은 자는 이윽고 왕이 된다고 한다.역대 왕들이 데리고 있었다. 영험한 힘으로 사람이나 포켓몬의 마음을 조종하여 복종하게 한다.왕의 기질을 가진 인간을 간파하는 듯하다. 인정받은 자는 이윽고 왕이 된다고 한다.도감에 없음등장하지 않음강철로 된 몸과 영험한 힘을 가진 배리어로 모든 공격을 약하게 만드는 방어적인 태세. (실드폼)공격에 특화된 태세. 강철의 무게와 강도를 살려서 상대를 가른다. (블레이드폼)강력한 영력으로 사람과 포켓몬을 조종해 킬가르도의 입맛에 맞는 나라를 만들게 했다. (실드폼)옛날에 킬가르도를 거느린 왕이 나라를 지배했지만 머지않아 생기를 뺏겨 나라도 멸망했다. (블레이드폼)","강철","고스트","광물"
"슈쁘","냄새를 맡은 자를 황홀하게 만드는 향기를 몸에서 풍긴다. 먹은 먹이에 따라 향기가 달라진다.옛 귀부인들은 향수 대신에 좋아하는 향을 내는 슈쁘를 데리고 다녔다.냄새를 맡은 자를 황홀하게 만드는 향기를 몸에서 풍긴다. 먹은 먹이에 따라 향기가 달라진다.옛 귀부인들은 향수 대신에 좋아하는 향을 내는 슈쁘를 데리고 다녔다.도감에 없음등장하지 않음체내에 있는 향기주머니로 향기를 만들어 내는 포켓몬. 먹이가 바뀌면 만들어 내는 향기도 바뀐다.사람을 매료하는 황홀한 냄새를 몸에서 풍긴다. 귀부인들에게 사랑받았다.","페어리","","요정"
"프레프티르","여러 가지 향기를 만들어 낸다. 상대가 싫어하는 냄새를 내보내 싸움을 유리하게 이끌어 나간다.향기가 지나치게 강하기 때문에 어지간히 좋아하는 트레이너가 아니면 데리고 다니기 힘들다.여러 가지 향기를 만들어 낸다. 상대가 싫어하는 냄새를 내보내 싸움을 유리하게 이끌어 나간다.향기가 지나치게 강하기 때문에 어지간히 좋아하는 트레이너가 아니면 데리고 다니기 힘들다.도감에 없음등장하지 않음털에서 항상 강렬한 향기를 내보내기 때문에 파트너는 후각이 둔해지게 된다.상대의 전의를 상실시키는 악취와 같은 편을 돕는 황홀한 향기를 만들어 낸다.","페어리","","요정"
"나룸퍼프","솜사탕 같은 달고 끈적끈적한 하얀 실을 내뿜어 상대를 휘감고 움직이지 못하게 한다.달콤한 것만 먹기 때문에 몸의 털이 솜사탕처럼 달고 끈적끈적하다.솜사탕 같은 달고 끈적끈적한 하얀 실을 내뿜어 상대를 휘감고 움직이지 못하게 한다.달콤한 것만 먹기 때문에 몸의 털이 솜사탕처럼 달고 끈적끈적하다.도감에 없음등장하지 않음하루에 자신의 체중만큼의 설탕을 먹는다. 당분이 부족하면 매우 기분이 나빠진다.푹신푹신한 털은 솜사탕처럼 달콤한 냄새가 난다. 끈끈한 실을 내어 상대를 묶어버린다.","페어리","","요정"
"나루림","아주 약간의 냄새도 구별할 수 있는 민감한 후각을 살려 파티시에를 돕고 있다.후각이 사람의 1억 배이다. 공기 중의 미세한 냄새로 주위의 상황을 전부 파악할 수 있다.아주 약간의 냄새도 구별할 수 있는 민감한 후각을 살려 파티시에를 돕고 있다.후각이 사람의 1억 배이다. 공기 중의 미세한 냄새로 주위의 상황을 전부 파악할 수 있다.도감에 없음등장하지 않음체취로 몸과 마음의 상태를 알아낸다. 의료계에서 응용될 것으로 기대되고 있다.털에 많은 공기를 담고 있어 촉감이 부드럽고 보기보다 가볍다.","페어리","","요정"
"오케이징","깜빡이는 발광체를 바라본 상대는 눈앞이 어두컴컴해져 전의를 상실해버리고 만다.빛을 깜박여서 덮쳐온 적의 전의를 잃게 한다. 그 틈에 모습을 감춘다.깜빡이는 발광체를 바라본 상대는 눈앞이 어두컴컴해져 전의를 상실해버리고 만다.빛을 깜박여서 덮쳐온 적의 전의를 잃게 한다. 그 틈에 모습을 감춘다.도감에 없음빛을 깜박여 먹이를 꾀어내고 긴 촉수로 포박하여 움직이지 못하게 한다.동료와 정보 교환을 할 때 몸의 발광체를 복잡한 리듬으로 빛낸다.등장하지 않음회전하면서 발광체를 깜빡인다. 빛의 패턴으로 동료와 의사소통한다.상대를 향해 발광체를 깜빡여서 전의를 상실시킨다. 그 틈에 도망간다.","악","에스퍼","수중1,수중2"
"칼라마네로","포켓몬 중에서 가장 강력한 최면술을 쓴다. 상대를 자기 마음대로 조종해버린다.최면술로 끌어들여서 머리의 촉수를 휘감아 소화액을 끼얹어 꼼짝 못하게 한다.포켓몬 중에서 가장 강력한 최면술을 쓴다. 상대를 자기 마음대로 조종해버린다.최면술로 끌어들여서 머리의 촉수를 휘감아 소화액을 끼얹어 꼼짝 못하게 한다.도감에 없음강력한 최면술을 사용한다. 그것을 이용해 못된 짓을 하는 자들이 끊이지 않는다.몸통에 있는 모양을 빛내서 먹이를 조종해 끌어들인다. 지느러미 끝은 굉장히 날카롭다.등장하지 않음발광체의 빛을 보면 순식간에 최면 상태가 되어 칼라마네로에게 조종당한다.역사를 바꿀 정도의 큰 사건은 칼라마네로의 최면 능력과 관련이 있다고 전해진다.","악","에스퍼","수중1,수중2"
"거북손손","2마리의 거북손손이 하나의 바위에서 산다. 서로 싸우면 한쪽이 다른 바위로 옮겨 간다.몸을 늘린 반동으로 바위를 들어 올리며 걷는다. 물가로 흘러들어온 해조를 먹는다.2마리의 거북손손이 하나의 바위에서 산다. 서로 싸우면 한쪽이 다른 바위로 옮겨 간다.몸을 늘린 반동으로 바위를 들어 올리며 걷는다. 물가로 흘러들어온 해조를 먹는다.도감에 없음등장하지 않음2마리가 해변가의 적당한 바위에 달라붙어서 지낸다. 만조가 되면 협력해서 먹이를 모은다.2마리의 호흡이 맞지 않으면 공격과 방어 어느 쪽도 변변치 않게 되어 살아남지 못한다.","바위","물","수중3"
"거북손데스","진화할 때 2마리의 거북손손이 7마리로 분열된 포켓몬이다. 7마리분의 파워로 싸운다.손과 발에도 뇌가 있어 멋대로 움직일 수 있지만 보통은 머리인 거북손데스의 명령에 따른다.진화할 때 2마리의 거북손손이 7마리로 분열된 포켓몬이다. 7마리분의 파워로 싸운다.손과 발에도 뇌가 있어 멋대로 움직일 수 있지만 보통은 머리인 거북손데스의 명령에 따른다.도감에 없음등장하지 않음7마리의 거북손손이 1마리의 몸을 이루고 있다. 머리가 손발에 명령하는 구조다.손바닥의 눈동자가 전후좌우를 감시한다. 위기에 처하면 손발이 멋대로 움직여 적을 쓰러뜨린다.","바위","물","수중3"
"수레기","썩은 해조로 위장한다. 눈치채지 못하고 가까이 다가온 사냥감에 독액을 끼얹어 잡는다.썩은 해조와 똑같이 생겼다. 적의 눈을 속이며 진화할 힘을 비축한다.썩은 해조로 위장한다. 눈치채지 못하고 가까이 다가온 사냥감에 독액을 끼얹어 잡는다.썩은 해조와 똑같이 생겼다. 적의 눈을 속이며 진화할 힘을 비축한다.도감에 없음수초 찌꺼기로 뒤범벅을 하고 큰 포켓몬에게 공격당하지 않도록 가만히 있다. 썩은 해초가 주요 먹이다.헤엄을 잘 못 치기 때문에 해초를 휘감고 있다. 알로라지방에서는 타타륜 주변에서 자주 발견된다.등장하지 않음수초 찌꺼기 틈에서 바다를 떠다니다가 해초를 먹으러 온 포켓몬을 꼼짝 못 하게 한 후 잡아먹는다.썩은 해초를 닮아서 바다를 떠도는 해초 더미 안에 숨어 적의 눈을 속인다.","독","물","수중1,드래곤"
